fill	colour	x	y
#F8766D	#F8766D	0.0454545454545455	0.0851260850804554
#F8766D	#F8766D	0.0909090909090909	0.0896502792493048
#F8766D	#F8766D	0.136363636363636	0.0951155365452731
#F8766D	#F8766D	0.181818181818182	0.101547706512312
#F8766D	#F8766D	0.227272727272727	0.10922537038423
#F8766D	#F8766D	0.272727272727273	0.118068883620201
#F8766D	#F8766D	0.318181818181818	0.128970928781974
#F8766D	#F8766D	0.363636363636364	0.142129394608047
#F8766D	#F8766D	0.409090909090909	0.155721713590721
#F8766D	#F8766D	0.454545454545455	0.17025666763224
#F8766D	#F8766D	0.5	0.186263299088218
#F8766D	#F8766D	0.545454545454545	0.204541895866684
#F8766D	#F8766D	0.590909090909091	0.224841472868589
#00BFC4	#00BFC4	0.636363636363636	0.246865982952051
#00BFC4	#00BFC4	0.681818181818182	0.270379287039886
#00BFC4	#00BFC4	0.727272727272727	0.295346453315942
#00BFC4	#00BFC4	0.772727272727273	0.321853239388871
#00BFC4	#00BFC4	0.818181818181818	0.349916063212265
#00BFC4	#00BFC4	0.863636363636364	0.379419999110985
#00BFC4	#00BFC4	0.909090909090909	0.410139038234532
#00BFC4	#00BFC4	0.954545454545455	0.441882103548557
#F8766D	#F8766D	0.0454545454545455	0.10318531005349
#F8766D	#F8766D	0.0909090909090909	0.109990027839784
#F8766D	#F8766D	0.136363636363636	0.117931776241806
#F8766D	#F8766D	0.181818181818182	0.126278209733943
#F8766D	#F8766D	0.227272727272727	0.134570149592883
#F8766D	#F8766D	0.272727272727273	0.143290702836001
#F8766D	#F8766D	0.318181818181818	0.152299618221448
#F8766D	#F8766D	0.363636363636364	0.161479699506038
#F8766D	#F8766D	0.409090909090909	0.171113021105192
#F8766D	#F8766D	0.454545454545455	0.181306125058172
#F8766D	#F8766D	0.5	0.19084792529901
#F8766D	#F8766D	0.545454545454545	0.199602013085633
#F8766D	#F8766D	0.590909090909091	0.208042238504136
#00BFC4	#00BFC4	0.636363636363636	0.216514601193498
#00BFC4	#00BFC4	0.681818181818182	0.224726721852532
#00BFC4	#00BFC4	0.727272727272727	0.232500098900704
#00BFC4	#00BFC4	0.772727272727273	0.239667758256812
#00BFC4	#00BFC4	0.818181818181818	0.246136955948971
#00BFC4	#00BFC4	0.863636363636364	0.251891274023592
#00BFC4	#00BFC4	0.909090909090909	0.25695254486577
#00BFC4	#00BFC4	0.954545454545455	0.261375960745022
#F8766D	#F8766D	0.0454545454545455	0.0792575399670191
#F8766D	#F8766D	0.0909090909090909	0.0826965772671251
#F8766D	#F8766D	0.136363636363636	0.086675485785851
#F8766D	#F8766D	0.181818181818182	0.0905043621542067
#F8766D	#F8766D	0.227272727272727	0.0939585947943385
#F8766D	#F8766D	0.272727272727273	0.0975997126508803
#F8766D	#F8766D	0.318181818181818	0.101235066757757
#F8766D	#F8766D	0.363636363636364	0.104810338140854
#F8766D	#F8766D	0.409090909090909	0.108599916216039
#F8766D	#F8766D	0.454545454545455	0.113232399014958
#F8766D	#F8766D	0.5	0.117485172972311
#F8766D	#F8766D	0.545454545454545	0.121178339234918
#F8766D	#F8766D	0.590909090909091	0.124700863575626
#00BFC4	#00BFC4	0.636363636363636	0.128482058014935
#00BFC4	#00BFC4	0.681818181818182	0.132274954612655
#00BFC4	#00BFC4	0.727272727272727	0.135983490874369
#00BFC4	#00BFC4	0.772727272727273	0.139530642145463
#00BFC4	#00BFC4	0.818181818181818	0.142891257518309
#00BFC4	#00BFC4	0.863636363636364	0.146085422787194
#00BFC4	#00BFC4	0.909090909090909	0.149150340336318
#00BFC4	#00BFC4	0.954545454545455	0.152135788003698
#F8766D	#F8766D	0.0454545454545455	0.0648743646666776
#F8766D	#F8766D	0.0909090909090909	0.0677202597285326
#F8766D	#F8766D	0.136363636363636	0.0710468165806311
#F8766D	#F8766D	0.181818181818182	0.0748012881805842
#F8766D	#F8766D	0.227272727272727	0.0788544268086319
#F8766D	#F8766D	0.272727272727273	0.0831798589435798
#F8766D	#F8766D	0.318181818181818	0.0877309506108658
#F8766D	#F8766D	0.363636363636364	0.0925160854463662
#F8766D	#F8766D	0.409090909090909	0.0973633989146161
#F8766D	#F8766D	0.454545454545455	0.101916935809033
#F8766D	#F8766D	0.5	0.106240621353173
#F8766D	#F8766D	0.545454545454545	0.110437155086522
#F8766D	#F8766D	0.590909090909091	0.114577273936787
#00BFC4	#00BFC4	0.636363636363636	0.118507976549224
#00BFC4	#00BFC4	0.681818181818182	0.122179135767656
#00BFC4	#00BFC4	0.727272727272727	0.125544117617521
#00BFC4	#00BFC4	0.772727272727273	0.128535503693647
#00BFC4	#00BFC4	0.818181818181818	0.131103516158017
#00BFC4	#00BFC4	0.863636363636364	0.133214271148966
#00BFC4	#00BFC4	0.909090909090909	0.134845936281398
#00BFC4	#00BFC4	0.954545454545455	0.13599536769186
#F8766D	#F8766D	0.0454545454545455	0.0496640039598707
#F8766D	#F8766D	0.0909090909090909	0.0501839640432844
#F8766D	#F8766D	0.136363636363636	0.050820421733563
#F8766D	#F8766D	0.181818181818182	0.0515833325983097
#F8766D	#F8766D	0.227272727272727	0.0523679011890703
#F8766D	#F8766D	0.272727272727273	0.0531219044406984
#F8766D	#F8766D	0.318181818181818	0.0539443740519833
#F8766D	#F8766D	0.363636363636364	0.054764049117976
#F8766D	#F8766D	0.409090909090909	0.0557603045146141
#F8766D	#F8766D	0.454545454545455	0.0567675634333399
#F8766D	#F8766D	0.5	0.057732904172684
#F8766D	#F8766D	0.545454545454545	0.0585971173042698
#F8766D	#F8766D	0.590909090909091	0.0593746995318001
#00BFC4	#00BFC4	0.636363636363636	0.060135339828497
#00BFC4	#00BFC4	0.681818181818182	0.0608834046713794
#00BFC4	#00BFC4	0.727272727272727	0.0615832636079728
#00BFC4	#00BFC4	0.772727272727273	0.0622123856168596
#00BFC4	#00BFC4	0.818181818181818	0.0627529554718027
#00BFC4	#00BFC4	0.863636363636364	0.0632023532865905
#00BFC4	#00BFC4	0.909090909090909	0.0635670414472112
#00BFC4	#00BFC4	0.954545454545455	0.0638555782486218
#F8766D	#F8766D	0.0454545454545455	0.0469232536646313
#F8766D	#F8766D	0.0909090909090909	0.0471859409220899
#F8766D	#F8766D	0.136363636363636	0.0475083615851674
#F8766D	#F8766D	0.181818181818182	0.0478840532678758
#F8766D	#F8766D	0.227272727272727	0.0482868171081015
#F8766D	#F8766D	0.272727272727273	0.0486434709510073
#F8766D	#F8766D	0.318181818181818	0.0491180196734242
#F8766D	#F8766D	0.363636363636364	0.0495822635100764
#F8766D	#F8766D	0.409090909090909	0.0502169746095474
#F8766D	#F8766D	0.454545454545455	0.0508525590044223
#F8766D	#F8766D	0.5	0.0514518143104997
#F8766D	#F8766D	0.545454545454545	0.0519850484840509
#F8766D	#F8766D	0.590909090909091	0.0525429095879888
#00BFC4	#00BFC4	0.636363636363636	0.0530834794429318
#00BFC4	#00BFC4	0.681818181818182	0.0536055354353146
#00BFC4	#00BFC4	0.727272727272727	0.0541033138154722
#00BFC4	#00BFC4	0.772727272727273	0.05456423912959
#00BFC4	#00BFC4	0.818181818181818	0.0549778318328226
#00BFC4	#00BFC4	0.863636363636364	0.0553418213571203
#00BFC4	#00BFC4	0.909090909090909	0.0556581289523713
#00BFC4	#00BFC4	0.954545454545455	0.0559295491638677
#F8766D	#F8766D	0.0454545454545455	0.0478969780398518
#F8766D	#F8766D	0.0909090909090909	0.0481387062076195
#F8766D	#F8766D	0.136363636363636	0.0484396438037639
#F8766D	#F8766D	0.181818181818182	0.0488132395775032
#F8766D	#F8766D	0.227272727272727	0.0491779277381239
#F8766D	#F8766D	0.272727272727273	0.0495586845341742
#F8766D	#F8766D	0.318181818181818	0.0498982217871659
#F8766D	#F8766D	0.363636363636364	0.0502417761990149
#F8766D	#F8766D	0.409090909090909	0.0505926662922558
#F8766D	#F8766D	0.454545454545455	0.050951940021373
#F8766D	#F8766D	0.5	0.0513108644323287
#F8766D	#F8766D	0.545454545454545	0.0516306652091949
#F8766D	#F8766D	0.590909090909091	0.0518371122426497
#00BFC4	#00BFC4	0.636363636363636	0.0520463538213966
#00BFC4	#00BFC4	0.681818181818182	0.0522631057406161
#00BFC4	#00BFC4	0.727272727272727	0.0524569773202564
#00BFC4	#00BFC4	0.772727272727273	0.0526192356062797
#00BFC4	#00BFC4	0.818181818181818	0.0527423702582134
#00BFC4	#00BFC4	0.863636363636364	0.0528258572988152
#00BFC4	#00BFC4	0.909090909090909	0.0528738885460234
#00BFC4	#00BFC4	0.954545454545455	0.0528924024085837
#F8766D	#F8766D	0.0454545454545455	0.0454545454545455
#F8766D	#F8766D	0.0909090909090909	0.0454702647718136
#F8766D	#F8766D	0.136363636363636	0.0454830148847089
#F8766D	#F8766D	0.181818181818182	0.0454969876111694
#F8766D	#F8766D	0.227272727272727	0.0455141042010836
#F8766D	#F8766D	0.272727272727273	0.0455306968137555
#F8766D	#F8766D	0.318181818181818	0.0455390804496319
#F8766D	#F8766D	0.363636363636364	0.0455507826080426
#F8766D	#F8766D	0.409090909090909	0.0455616114710495
#F8766D	#F8766D	0.454545454545455	0.0455736629476218
#F8766D	#F8766D	0.5	0.0455809986290135
#F8766D	#F8766D	0.545454545454545	0.045592176810182
#F8766D	#F8766D	0.590909090909091	0.0456054509003195
#00BFC4	#00BFC4	0.636363636363636	0.0456162797633265
#00BFC4	#00BFC4	0.681818181818182	0.0456255366946066
#00BFC4	#00BFC4	0.727272727272727	0.0456335710123214
#00BFC4	#00BFC4	0.772727272727273	0.0456396840801479
#00BFC4	#00BFC4	0.818181818181818	0.0456435265799246
#00BFC4	#00BFC4	0.863636363636364	0.0456456224888936
#00BFC4	#00BFC4	0.909090909090909	0.0456457971479744
#00BFC4	#00BFC4	0.954545454545455	0.0456445745344091
#F8766D	#F8766D	0.0454545454545455	0.296389168028061
#F8766D	#F8766D	0.0909090909090909	0.319132225569758
#F8766D	#F8766D	0.136363636363636	0.345769831294174
#F8766D	#F8766D	0.181818181818182	0.379235908439867
#F8766D	#F8766D	0.227272727272727	0.422364999228444
#F8766D	#F8766D	0.272727272727273	0.466813639372139
#F8766D	#F8766D	0.318181818181818	0.507141373164453
#F8766D	#F8766D	0.363636363636364	0.553041255610159
#F8766D	#F8766D	0.409090909090909	0.602402007741065
#F8766D	#F8766D	0.454545454545455	0.648107145311727
#F8766D	#F8766D	0.5	0.690433153646982
#F8766D	#F8766D	0.545454545454545	0.729865584991336
#F8766D	#F8766D	0.590909090909091	0.76811225583643
#00BFC4	#00BFC4	0.636363636363636	0.804634866895371
#00BFC4	#00BFC4	0.681818181818182	0.838788926160166
#00BFC4	#00BFC4	0.727272727272727	0.868901723614406
#00BFC4	#00BFC4	0.772727272727273	0.894356712703016
#00BFC4	#00BFC4	0.818181818181818	0.915343747846781
#00BFC4	#00BFC4	0.863636363636364	0.932256335954646
#00BFC4	#00BFC4	0.909090909090909	0.945330266785633
#00BFC4	#00BFC4	0.954545454545455	0.954545454545455
#F8766D	#F8766D	0.0454545454545455	0.140062129728207
#F8766D	#F8766D	0.0909090909090909	0.145629737245499
#F8766D	#F8766D	0.136363636363636	0.150910729211268
#F8766D	#F8766D	0.181818181818182	0.156099326523318
#F8766D	#F8766D	0.227272727272727	0.160001734364672
#F8766D	#F8766D	0.272727272727273	0.163588707906179
#F8766D	#F8766D	0.318181818181818	0.166457832625775
#F8766D	#F8766D	0.363636363636364	0.168789531353881
#F8766D	#F8766D	0.409090909090909	0.171198254736601
#F8766D	#F8766D	0.454545454545455	0.172413183302347
#F8766D	#F8766D	0.5	0.172571599088594
#F8766D	#F8766D	0.545454545454545	0.172998989859206
#F8766D	#F8766D	0.590909090909091	0.173473713240704
#00BFC4	#00BFC4	0.636363636363636	0.173482795512903
#00BFC4	#00BFC4	0.681818181818182	0.173191638825281
#00BFC4	#00BFC4	0.727272727272727	0.172414405915913
#00BFC4	#00BFC4	0.772727272727273	0.171239299620579
#00BFC4	#00BFC4	0.818181818181818	0.16975819061576
#00BFC4	#00BFC4	0.863636363636364	0.168003565490475
#00BFC4	#00BFC4	0.909090909090909	0.165943286973865
#00BFC4	#00BFC4	0.954545454545455	0.163561461089581
#F8766D	#F8766D	0.0454545454545455	0.0985973653201645
#F8766D	#F8766D	0.0909090909090909	0.100296099539607
#F8766D	#F8766D	0.136363636363636	0.102359871237832
#F8766D	#F8766D	0.181818181818182	0.104916880180115
#F8766D	#F8766D	0.227272727272727	0.106911137564199
#F8766D	#F8766D	0.272727272727273	0.108582799626125
#F8766D	#F8766D	0.318181818181818	0.109588137294962
#F8766D	#F8766D	0.363636363636364	0.110232105325713
#F8766D	#F8766D	0.409090909090909	0.111408958211854
#F8766D	#F8766D	0.454545454545455	0.112837669492447
#F8766D	#F8766D	0.5	0.113878462954678
#F8766D	#F8766D	0.545454545454545	0.115561303197772
#F8766D	#F8766D	0.590909090909091	0.117124676629628
#00BFC4	#00BFC4	0.636363636363636	0.118242669405554
#00BFC4	#00BFC4	0.681818181818182	0.119214647189967
#00BFC4	#00BFC4	0.727272727272727	0.119868920106483
#00BFC4	#00BFC4	0.772727272727273	0.120230289744569
#00BFC4	#00BFC4	0.818181818181818	0.12031360212609
#00BFC4	#00BFC4	0.863636363636364	0.120128463500488
#00BFC4	#00BFC4	0.909090909090909	0.119674873867762
#00BFC4	#00BFC4	0.954545454545455	0.118964186068161
#F8766D	#F8766D	0.0454545454545455	0.0867701510076213
#F8766D	#F8766D	0.0909090909090909	0.0906388496463896
#F8766D	#F8766D	0.136363636363636	0.0938562445730149
#F8766D	#F8766D	0.181818181818182	0.0964876582837003
#F8766D	#F8766D	0.227272727272727	0.0983959834000517
#F8766D	#F8766D	0.272727272727273	0.100311294879633
#F8766D	#F8766D	0.318181818181818	0.102175081930392
#F8766D	#F8766D	0.363636363636364	0.103862812627747
#F8766D	#F8766D	0.409090909090909	0.105094683124326
#F8766D	#F8766D	0.454545454545455	0.104880900409479
#F8766D	#F8766D	0.5	0.103998522733495
#F8766D	#F8766D	0.545454545454545	0.102743073261013
#F8766D	#F8766D	0.590909090909091	0.101654423210655
#00BFC4	#00BFC4	0.636363636363636	0.100545512706928
#00BFC4	#00BFC4	0.681818181818182	0.0992823782348936
#00BFC4	#00BFC4	0.727272727272727	0.097850872409009
#00BFC4	#00BFC4	0.772727272727273	0.0963145711346701
#00BFC4	#00BFC4	0.818181818181818	0.0947499750892486
#00BFC4	#00BFC4	0.863636363636364	0.0931804885895659
#00BFC4	#00BFC4	0.909090909090909	0.091573799705682
#00BFC4	#00BFC4	0.954545454545455	0.0899026616209987
#F8766D	#F8766D	0.0454545454545455	0.0474786695414387
#F8766D	#F8766D	0.0909090909090909	0.0477390862308474
#F8766D	#F8766D	0.136363636363636	0.0480244791688044
#F8766D	#F8766D	0.181818181818182	0.0483292592647254
#F8766D	#F8766D	0.227272727272727	0.0486555224275796
#F8766D	#F8766D	0.272727272727273	0.0489840561584836
#F8766D	#F8766D	0.318181818181818	0.0492311987577548
#F8766D	#F8766D	0.363636363636364	0.0495509995346209
#F8766D	#F8766D	0.409090909090909	0.0499059067867192
#F8766D	#F8766D	0.454545454545455	0.0502498105167298
#F8766D	#F8766D	0.5	0.0506034951552628
#F8766D	#F8766D	0.545454545454545	0.0509942075189162
#F8766D	#F8766D	0.590909090909091	0.051391207609477
#00BFC4	#00BFC4	0.636363636363636	0.0517749336099002
#00BFC4	#00BFC4	0.681818181818182	0.0521441629066205
#00BFC4	#00BFC4	0.727272727272727	0.0524915598182463
#00BFC4	#00BFC4	0.772727272727273	0.0528076927544165
#00BFC4	#00BFC4	0.818181818181818	0.0530881952381123
#00BFC4	#00BFC4	0.863636363636364	0.0533358618146258
#00BFC4	#00BFC4	0.909090909090909	0.0535543603246528
#00BFC4	#00BFC4	0.954545454545455	0.0537480572452124
#F8766D	#F8766D	0.0454545454545455	0.0766690923901999
#F8766D	#F8766D	0.0909090909090909	0.0794709733637042
#F8766D	#F8766D	0.136363636363636	0.0826440048838172
#F8766D	#F8766D	0.181818181818182	0.0855665752821246
#F8766D	#F8766D	0.227272727272727	0.0876563711833825
#F8766D	#F8766D	0.272727272727273	0.0897594411747779
#F8766D	#F8766D	0.318181818181818	0.0917619075356573
#F8766D	#F8766D	0.363636363636364	0.0938927483208931
#F8766D	#F8766D	0.409090909090909	0.0957846554836533
#F8766D	#F8766D	0.454545454545455	0.0962677625010272
#F8766D	#F8766D	0.5	0.0959247320664204
#F8766D	#F8766D	0.545454545454545	0.095342768009338
#F8766D	#F8766D	0.590909090909091	0.0950765875702643
#00BFC4	#00BFC4	0.636363636363636	0.0948883050812082
#00BFC4	#00BFC4	0.681818181818182	0.0945887647577099
#00BFC4	#00BFC4	0.727272727272727	0.0941168359215044
#00BFC4	#00BFC4	0.772727272727273	0.0935219470924459
#00BFC4	#00BFC4	0.818181818181818	0.0928870613338941
#00BFC4	#00BFC4	0.863636363636364	0.0922467611438388
#00BFC4	#00BFC4	0.909090909090909	0.091554412547718
#00BFC4	#00BFC4	0.954545454545455	0.0907556965714161
